002790511b9920a5,"[729.81, 7.59, 49.0, 28.27]",de,"[729.81, 7.59, 776.93, 7.59, 778.81, 35.86, 730.75, 35.86]",1385.23
002790511b9920a5,"[782.58, 6.65, 69.73, 31.1]",São,"[782.58, 6.65, 852.31, 7.59, 852.31, 37.75, 782.58, 35.86]",2168.6
002790511b9920a5,"[858.91, 7.59, 102.71, 28.27]",Paulo,"[858.91, 7.59, 961.62, 8.54, 961.62, 34.92, 859.85, 35.86]",2903.61
002790511b9920a5,"[12.7, 985.73, 136.64, 31.1]",Carros,"[13.64, 985.73, 149.34, 987.62, 148.39, 1016.83, 12.7, 1016.83]",4249.5
002790511b9920a5,"[149.34, 985.73, 255.37, 37.7]",Alegóricos-,"[152.16, 987.62, 404.71, 985.73, 404.71, 1021.54, 149.34, 1023.43]",9627.45
002790511b9920a5,"[412.25, 984.79, 171.5, 32.98]",Grandes,"[412.25, 985.73, 583.75, 984.79, 582.81, 1017.77, 414.13, 1015.89]",5656.07
002790511b9920a5,"[593.17, 983.85, 263.86, 32.04]",Sociedades-,"[594.12, 983.85, 857.03, 985.73, 857.03, 1015.89, 593.17, 1015.89]",8454.07
002790511b9920a5,"[860.8, 984.79, 103.65, 32.04]",1952,"[860.8, 985.73, 964.45, 984.79, 964.45, 1016.83, 860.8, 1015.89]",3320.95
047a0a11e087b2df,"[345.61, 290.66, 86.81, 115.1]",P,"[346.9, 290.66, 432.42, 291.3, 432.42, 405.76, 345.61, 403.83]",9991.83
047a0a11e087b2df,"[695.42, 323.45, 78.45, 82.31]",n,"[699.92, 324.1, 773.87, 323.45, 773.87, 405.76, 695.42, 401.9]",6457.22
047a0a11e087b2df,"[497.22, 73.0, 20.57, 9.55]",FIRE,"[497.22, 73.0, 517.79, 73.85, 517.58, 82.55, 497.85, 81.91]",196.44
047a0a11e087b2df,"[490.64, 87.43, 33.94, 14.85]",100,"[490.64, 87.43, 524.58, 87.85, 524.16, 102.28, 491.07, 102.06]",504.01
047a0a11e087b2df,"[500.19, 144.28, 11.03, 13.36]",8,"[500.19, 144.28, 511.22, 144.28, 511.22, 157.64, 500.4, 157.43]",147.36
047a0a11e087b2df,"[482.16, 167.61, 46.88, 9.97]",107633,"[482.16, 167.61, 528.61, 168.67, 529.04, 177.58, 482.37, 176.31]",467.39
047a0a11e087b2df,"[301.07, 427.66, 285.5, 85.53]",Yardley,"[305.57, 427.66, 586.57, 437.95, 583.36, 513.19, 301.07, 507.4]",24418.81
047a0a11e087b2df,"[600.72, 436.02, 205.77, 77.17]",Wood,"[600.72, 436.02, 806.49, 445.67, 806.49, 513.19, 606.51, 507.4]",15879.27
047a0a11e087b2df,"[346.08, 509.97, 240.49, 75.23]",Park&,"[346.73, 509.97, 586.57, 517.04, 585.93, 585.2, 346.08, 573.63]",18092.06
047a0a11e087b2df,"[608.44, 520.9, 160.11, 66.23]",Ride,"[609.72, 520.9, 768.55, 523.47, 764.05, 587.13, 608.44, 580.7]",10604.09
03b10f45eb118bd5,"[87.02, 65.77, 41.73, 20.31]",Cold,"[87.39, 65.77, 128.75, 65.77, 127.64, 85.71, 87.02, 86.08]",847.54
03b10f45eb118bd5,"[133.55, 65.77, 46.16, 21.05]",Steel,"[133.55, 66.14, 179.71, 65.77, 179.34, 86.82, 133.55, 85.71]",971.67
03b10f45eb118bd5,"[183.78, 66.14, 61.3, 19.57]",AK-47,"[183.78, 66.51, 244.34, 66.14, 245.08, 85.71, 184.88, 85.71]",1199.64
03b10f45eb118bd5,"[250.62, 66.14, 70.16, 24.37]",Folding,"[250.99, 66.88, 319.68, 66.14, 320.78, 90.51, 250.62, 89.77]",1709.8
03b10f45eb118bd5,"[325.58, 65.77, 50.97, 20.31]",Knife,"[325.58, 66.88, 375.81, 65.77, 376.55, 86.08, 327.06, 85.34]",1035.2
03b10f45eb118bd5,"[390.58, 18.5, 98.97, 29.91]",What's,"[390.58, 20.71, 489.18, 18.5, 489.55, 48.41, 390.58, 46.93]",2960.19
03b10f45eb118bd5,"[498.78, 19.61, 28.44, 28.06]",In,"[498.78, 19.61, 527.22, 19.98, 526.48, 47.3, 499.52, 47.67]",798.03
03b10f45eb118bd5,"[536.45, 19.98, 45.06, 35.08]",My,"[536.45, 19.98, 580.77, 21.08, 581.51, 53.95, 536.45, 55.06]",1580.7
03b10f45eb118bd5,"[590.0, 19.61, 108.2, 29.54]",Pocket?,"[590.37, 19.61, 697.83, 19.61, 698.2, 49.15, 590.0, 47.67]",3196.23
03b10f45eb118bd5,"[438.22, 99.37, 21.79, 18.84]",11,"[438.22, 99.74, 460.01, 99.37, 460.01, 118.21, 439.7, 117.84]",410.52
03b10f45eb118bd5,"[465.92, 97.16, 81.98, 21.79]",Year-old,"[466.29, 100.11, 547.16, 97.16, 547.9, 118.21, 465.92, 118.95]",1786.34
03b10f45eb118bd5,"[455.21, 129.29, 67.95, 19.57]",Dickies,"[455.21, 129.29, 522.79, 129.29, 523.16, 148.86, 456.31, 148.86]",1329.78
03b10f45eb118bd5,"[460.01, 157.72, 64.26, 21.42]",Wallet,"[460.01, 158.46, 524.27, 157.72, 523.9, 179.14, 461.12, 178.03]",1376.45
03b10f45eb118bd5,"[268.51, 214.48, 44.13, 11.23]",CONCEALEO,"[268.51, 217.09, 311.59, 214.48, 312.64, 223.36, 269.29, 225.71]",495.58
03b10f45eb118bd5,"[313.16, 214.74, 16.71, 8.1]",HAN,"[313.16, 215.52, 329.87, 214.74, 329.87, 222.84, 313.68, 222.84]",135.35
03b10f45eb118bd5,"[292.79, 224.14, 31.34, 9.66]",UCENSE,"[293.57, 224.92, 323.34, 224.14, 324.13, 232.76, 292.79, 233.8]",302.74
03b10f45eb118bd5,"[100.24, 336.22, 94.4, 20.19]",Concealed,"[100.24, 336.54, 194.33, 336.22, 194.64, 356.41, 100.55, 355.79]",1905.94
03b10f45eb118bd5,"[200.54, 336.22, 86.33, 25.16]",Handgun,"[200.54, 336.85, 285.01, 336.22, 286.87, 360.14, 200.85, 361.38]",2172.06
03b10f45eb118bd5,"[291.22, 336.85, 67.39, 19.87]",License,"[291.22, 336.85, 357.06, 337.47, 358.61, 356.1, 291.84, 356.72]",1339.04
03b10f45eb118bd5,"[143.72, 448.02, 19.25, 9.63]",palm,"[144.03, 448.64, 162.97, 448.02, 162.97, 457.02, 143.72, 457.65]",185.38
03b10f45eb118bd5,"[206.75, 449.88, 19.88, 9.32]",Sprint,"[206.75, 449.88, 226.63, 450.5, 226.32, 458.89, 207.07, 459.2]",185.28
03b10f45eb118bd5,"[134.04, 594.17, 5.93, 6.59]",Q,"[134.04, 594.17, 139.97, 594.83, 139.75, 600.76, 134.04, 600.1]",39.08
03b10f45eb118bd5,"[143.7, 597.9, 6.59, 6.81]",W,"[144.58, 597.9, 150.29, 599.0, 149.85, 604.71, 143.7, 604.05]",44.88
03b10f45eb118bd5,"[156.21, 601.2, 5.27, 7.02]",E,"[156.21, 601.2, 161.48, 601.85, 160.61, 608.22, 156.21, 608.0]",37.0
03b10f45eb118bd5,"[166.75, 603.61, 5.93, 6.81]",R,"[166.75, 603.61, 172.68, 603.83, 172.46, 610.2, 167.41, 610.42]",40.38
03b10f45eb118bd5,"[177.73, 605.15, 5.05, 6.59]",T,"[177.73, 605.15, 182.78, 605.15, 182.78, 611.3, 178.17, 611.74]",33.28
03b10f45eb118bd5,"[186.08, 605.37, 4.83, 6.59]",Y,"[186.3, 605.37, 190.91, 605.37, 190.47, 611.74, 186.08, 611.96]",31.83
03b10f45eb118bd5,"[197.5, 605.37, 4.61, 6.8]",U,"[197.72, 605.37, 201.89, 605.37, 202.11, 611.96, 197.5, 612.17]",31.35
03b10f45eb118bd5,"[207.94, 604.38, 3.26, 6.37]",I,"[207.94, 604.38, 211.2, 604.38, 210.89, 610.75, 208.09, 610.75]",20.77
03b10f45eb118bd5,"[219.12, 602.21, 5.12, 6.52]",O,"[219.12, 602.52, 224.24, 602.21, 224.24, 608.42, 219.43, 608.73]",33.38
03b10f45eb118bd5,"[229.68, 599.57, 5.28, 6.37]",P,"[229.68, 599.73, 234.96, 599.57, 234.65, 605.63, 230.14, 605.94]",33.63
03b10f45eb118bd5,"[135.27, 607.65, 5.28, 6.05]",A,"[135.27, 607.65, 140.24, 608.27, 140.55, 613.24, 135.27, 613.7]",31.94
03b10f45eb118bd5,"[145.05, 611.68, 5.44, 6.21]",S,"[145.52, 611.68, 150.18, 611.84, 150.49, 617.89, 145.05, 617.43]",33.78
03b10f45eb118bd5,"[155.61, 614.48, 6.06, 6.21]",D,"[156.23, 614.48, 161.67, 614.63, 161.2, 620.69, 155.61, 620.69]",37.63
03b10f45eb118bd5,"[168.03, 616.5, 4.35, 6.67]",F,"[168.03, 616.5, 172.38, 616.81, 172.38, 622.86, 168.35, 623.17]",29.01
03b10f45eb118bd5,"[177.51, 618.36, 5.59, 5.9]",G,"[177.51, 618.36, 183.1, 618.51, 182.63, 624.26, 177.66, 624.1]",32.98
03b10f45eb118bd5,"[186.36, 618.05, 4.81, 6.36]",H,"[186.36, 618.36, 191.17, 618.05, 191.01, 624.1, 186.51, 624.41]",30.59
03b10f45eb118bd5,"[197.38, 617.89, 4.35, 5.9]",J,"[197.38, 618.36, 201.42, 617.89, 201.73, 623.79, 197.38, 623.79]",25.66
03b10f45eb118bd5,"[208.25, 616.96, 4.5, 6.21]",K,"[208.25, 616.96, 212.6, 616.96, 212.75, 622.55, 208.56, 623.17]",27.95
03b10f45eb118bd5,"[219.43, 614.79, 4.35, 6.36]",L,"[219.43, 614.79, 223.47, 614.79, 223.78, 620.38, 219.58, 621.15]",27.67
03b10f45eb118bd5,"[230.92, 611.68, 4.66, 3.88]",.,"[230.92, 612.15, 235.58, 611.68, 235.58, 614.94, 231.38, 615.56]",18.08
03b10f45eb118bd5,"[230.45, 624.1, 5.44, 4.2]",.,"[230.45, 624.41, 235.89, 624.1, 235.73, 628.14, 230.92, 628.3]",22.85
03b10f45eb118bd5,"[220.98, 630.16, 2.8, 2.95]",.,"[220.98, 630.16, 223.78, 630.16, 223.78, 632.8, 220.98, 633.11]",8.26
03b10f45eb118bd5,"[145.83, 624.1, 4.5, 5.59]",Z,"[145.83, 624.1, 150.18, 624.57, 150.33, 629.69, 146.3, 629.38]",25.16
03b10f45eb118bd5,"[156.23, 627.52, 5.28, 5.12]",X,"[156.54, 627.52, 161.2, 627.83, 161.51, 632.64, 156.23, 632.64]",27.03
03b10f45eb118bd5,"[166.95, 629.38, 5.43, 6.06]",C,"[166.95, 629.38, 172.23, 629.38, 172.38, 635.44, 167.41, 635.13]",32.91
03b10f45eb118bd5,"[177.82, 630.63, 5.59, 6.05]",V,"[177.97, 630.78, 183.41, 630.63, 183.25, 636.68, 177.82, 636.22]",33.82
03b10f45eb118bd5,"[186.36, 630.47, 4.81, 5.9]",B,"[186.36, 630.47, 191.17, 630.63, 191.17, 636.37, 186.36, 636.37]",28.38
03b10f45eb118bd5,"[197.07, 630.94, 5.43, 6.36]",N,"[197.23, 630.94, 202.5, 631.25, 202.19, 637.15, 197.07, 637.3]",34.53
03b10f45eb118bd5,"[208.09, 629.54, 5.75, 5.9]",M,"[208.25, 629.54, 213.84, 629.69, 213.84, 635.44, 208.09, 635.13]",33.93
03b10f45eb118bd5,"[202.5, 640.1, 7.15, 5.9]",Alt,"[202.81, 640.56, 209.65, 640.1, 209.65, 645.69, 202.5, 646.0]",42.19
03b10f45eb118bd5,"[218.65, 639.48, 4.35, 4.19]",.,"[218.65, 639.48, 223.0, 639.63, 222.69, 643.51, 218.81, 643.67]",18.23
03b10f45eb118bd5,"[147.07, 635.13, 4.82, 4.81]",.,"[147.69, 635.13, 151.89, 636.22, 151.58, 639.94, 147.07, 639.63]",23.18
03b10f45eb118bd5,"[143.93, 621.62, 2.87, 3.79]",.,"[144.32, 621.62, 146.8, 622.02, 146.8, 625.41, 143.93, 625.02]",10.88
03b10f45eb118bd5,"[132.96, 605.04, 3.79, 4.31]",.,"[132.96, 605.04, 136.75, 605.43, 136.62, 609.09, 133.22, 609.35]",16.33
03b10f45eb118bd5,"[143.28, 595.9, 3.78, 3.4]",.,"[143.28, 595.9, 146.8, 596.29, 147.06, 599.3, 143.28, 599.17]",12.85
03b10f45eb118bd5,"[161.95, 638.73, 5.61, 5.74]",.,"[162.47, 638.73, 167.56, 639.25, 167.04, 644.47, 161.95, 643.95]",32.2
03b10f45eb118bd5,"[178.53, 564.18, 13.84, 5.74]",Trēo,"[178.53, 564.18, 192.24, 564.44, 192.37, 569.92, 178.79, 569.4]",79.44
03b10f45eb118bd5,"[126.73, 662.58, 42.24, 19.56]",Treo,"[126.73, 662.89, 168.97, 662.58, 168.66, 681.21, 127.98, 682.14]",826.21
03b10f45eb118bd5,"[173.94, 662.27, 66.14, 20.18]",700wx,"[173.94, 662.89, 239.15, 662.27, 240.08, 682.45, 174.56, 681.21]",1334.71
03b10f45eb118bd5,"[350.52, 699.6, 59.73, 20.64]",Canon,"[350.52, 699.6, 408.93, 699.6, 410.25, 719.8, 350.52, 720.24]",1232.83
03b10f45eb118bd5,"[413.76, 700.04, 25.91, 20.2]",SD,"[413.76, 700.04, 438.8, 700.04, 439.67, 720.24, 413.76, 720.24]",523.38
03b10f45eb118bd5,"[444.07, 700.04, 38.64, 20.64]",800,"[444.07, 701.36, 481.83, 700.04, 482.71, 720.68, 444.07, 720.24]",797.53
03b10f45eb118bd5,"[412.42, 525.21, 18.45, 7.25]",case,"[412.42, 525.65, 430.65, 525.21, 430.87, 532.46, 413.08, 532.46]",133.76
03b10f45eb118bd5,"[412.86, 531.8, 18.45, 8.34]",LOGIC,"[412.86, 531.8, 430.87, 531.8, 431.31, 539.48, 413.08, 540.14]",153.87
03b10f45eb118bd5,"[565.13, 265.81, 36.45, 19.77]",FMJ,"[565.13, 266.25, 601.58, 265.81, 601.58, 285.14, 565.13, 285.58]",720.62
03b10f45eb118bd5,"[551.95, 294.8, 67.63, 20.64]",Hollow,"[551.95, 296.12, 619.58, 294.8, 618.71, 315.0, 551.95, 315.44]",1395.88
03b10f45eb118bd5,"[558.54, 325.1, 59.73, 21.52]",Points,"[558.54, 325.1, 617.83, 325.98, 618.27, 345.3, 558.54, 346.62]",1285.39
03b10f45eb118bd5,"[564.69, 354.96, 50.5, 25.48]",(x15),"[564.69, 354.96, 615.19, 355.4, 615.19, 380.44, 564.69, 379.56]",1286.74
03b10f45eb118bd5,"[653.84, 401.52, 128.24, 26.79]",Speedloaders,"[653.84, 402.39, 781.2, 401.52, 782.08, 423.91, 654.28, 428.31]",3435.55
03b10f45eb118bd5,"[835.22, 281.62, 77.29, 21.52]",Smith&,"[835.22, 281.62, 911.63, 281.62, 912.51, 303.14, 835.65, 303.14]",1663.28
03b10f45eb118bd5,"[913.83, 282.06, 75.09, 21.08]",Wesson,"[913.83, 282.5, 987.17, 282.06, 988.92, 303.14, 915.14, 303.14]",1582.9
03b10f45eb118bd5,"[835.65, 311.49, 32.06, 21.96]",.38,"[835.65, 313.68, 866.84, 311.49, 867.71, 333.45, 836.09, 332.57]",704.04
03b10f45eb118bd5,"[871.67, 311.93, 95.3, 24.15]",Airweght,"[871.67, 311.93, 966.97, 311.93, 966.97, 336.08, 873.42, 335.64]",2301.49
03b10f45eb118bd5,"[883.52, 341.79, 48.75, 21.08]",With,"[883.52, 342.67, 930.95, 341.79, 932.27, 362.87, 883.52, 362.43]",1027.65
03b10f45eb118bd5,"[848.39, 372.09, 77.29, 20.64]",Crimson,"[848.39, 372.53, 925.68, 372.09, 925.68, 392.29, 849.27, 392.73]",1595.27
03b10f45eb118bd5,"[929.2, 372.97, 51.82, 19.76]",Trace,"[929.2, 373.41, 980.58, 372.97, 981.02, 392.73, 929.64, 392.29]",1023.96
03b10f45eb118bd5,"[885.28, 402.39, 52.26, 20.21]",Laser,"[885.28, 402.39, 936.22, 404.15, 937.54, 422.6, 885.28, 421.72]",1056.17
03b10f45eb118bd5,"[734.21, 507.8, 52.7, 20.2]",Multi,"[734.65, 508.67, 786.91, 507.8, 786.03, 528.0, 734.21, 527.56]",1064.54
03b10f45eb118bd5,"[737.72, 537.22, 40.84, 21.52]",Tool,"[739.48, 539.85, 778.56, 537.22, 778.56, 558.74, 737.72, 558.74]",878.88
03b10f45eb118bd5,"[805.96, 524.52, 31.62, 28.11]",.,"[837.58, 544.29, 811.67, 552.63, 805.96, 528.92, 830.55, 524.52]",888.84
03b10f45eb118bd5,"[867.0, 524.52, 84.76, 28.11]",Keychain,"[867.44, 525.84, 950.44, 524.52, 951.76, 552.63, 867.0, 551.31]",2382.6
03b10f45eb118bd5,"[865.26, 667.16, 32.11, 14.1]",.,"[865.52, 673.43, 896.33, 667.16, 897.37, 673.43, 865.26, 681.26]",452.75
03b10f45eb118bd5,"[577.23, 662.72, 44.13, 18.28]",Mini,"[578.01, 662.72, 620.84, 662.98, 621.36, 681.0, 577.23, 681.0]",806.7
03b10f45eb118bd5,"[624.75, 663.24, 56.41, 22.98]",Zippo,"[626.32, 663.24, 680.64, 663.5, 681.16, 685.7, 624.75, 686.22]",1296.3
03b10f45eb118bd5,"[659.75, 691.97, 85.65, 19.06]",Handcuff,"[659.75, 693.01, 743.83, 691.97, 745.4, 711.03, 659.75, 711.03]",1632.49
03b10f45eb118bd5,"[750.62, 692.49, 35.51, 23.5]",Key,"[751.66, 692.49, 785.87, 693.79, 786.13, 714.94, 750.62, 715.99]",834.48
03b10f45eb118bd5,"[779.25, 151.23, 55.88, 15.93]",.,"[779.51, 157.76, 833.04, 151.23, 835.13, 159.07, 779.25, 167.16]",890.17
03b10f45eb118bd5,"[177.16, 174.29, 10.71, 34.72]",AK-47,"[177.16, 207.16, 178.63, 174.29, 187.87, 174.66, 186.76, 209.01]",371.85
03b10f45eb118bd5,"[880.24, 70.55, 95.73, 22.84]",Concealed,"[880.24, 70.55, 975.97, 70.99, 974.22, 93.39, 880.24, 92.51]",2186.47
03b10f45eb118bd5,"[867.06, 101.73, 54.46, 25.03]",Carry,"[868.82, 101.73, 921.52, 104.81, 921.52, 126.76, 867.06, 126.76]",1363.13
03b10f45eb118bd5,"[926.35, 102.17, 68.51, 20.64]",Holster,"[926.35, 103.05, 994.86, 102.17, 993.98, 122.81, 926.35, 121.93]",1414.05
02935c97e1e9e0ae,"[2.7, 50.19, 70.4, 82.31]",VZ,"[30.26, 50.19, 73.1, 101.96, 36.97, 132.5, 2.7, 78.12]",5794.62
02935c97e1e9e0ae,"[721.58, 4.33, 98.83, 91.98]",Riptin,"[762.66, 4.33, 820.41, 74.49, 784.9, 96.31, 721.58, 13.74]",9090.38
02935c97e1e9e0ae,"[805.87, 73.21, 59.89, 67.17]",.,"[836.67, 73.21, 865.76, 127.54, 830.68, 140.38, 805.87, 83.47]",4022.81
02935c97e1e9e0ae,"[646.71, 1.76, 58.62, 102.25]",ivery,"[698.91, 1.76, 705.33, 104.01, 651.85, 102.73, 646.71, 4.33]",5993.89
02935c97e1e9e0ae,"[595.93, 35.2, 11.74, 27.0]",LB0043,"[606.55, 35.2, 607.67, 62.2, 597.24, 61.64, 595.93, 35.2]",316.98
02935c97e1e9e0ae,"[596.68, 61.46, 13.22, 20.85]",(50c),"[607.48, 61.83, 609.9, 82.31, 598.17, 81.76, 596.68, 61.46]",275.64
02935c97e1e9e0ae,"[599.47, 81.57, 12.11, 16.2]",FDS,"[609.9, 81.57, 611.58, 97.4, 600.4, 97.77, 599.47, 81.76]",196.18
02935c97e1e9e0ae,"[390.93, 118.51, 55.62, 68.45]",P,"[440.56, 186.96, 390.93, 181.83, 399.49, 118.51, 446.55, 123.64]",3807.19
02935c97e1e9e0ae,"[388.22, 5.29, 15.72, 48.17]","Customer,","[403.94, 5.29, 402.47, 53.46, 388.22, 53.46, 391.41, 7.26]",757.23
02935c97e1e9e0ae,"[388.71, 53.7, 14.0, 27.03]",We're,"[402.71, 54.68, 402.22, 80.73, 388.71, 79.75, 389.45, 53.7]",378.42
02935c97e1e9e0ae,"[386.03, 78.94, 13.41, 25.7]",sorry,"[399.44, 78.94, 398.69, 103.9, 386.03, 104.64, 386.03, 79.69]",344.64
02935c97e1e9e0ae,"[386.4, 103.15, 13.41, 17.13]",for,"[399.06, 103.9, 399.81, 120.28, 387.14, 119.54, 386.4, 103.15]",229.71
02935c97e1e9e0ae,"[385.28, 118.05, 13.78, 18.99]",the,"[398.32, 118.79, 399.06, 137.04, 385.28, 135.93, 386.77, 118.05]",261.68
02935c97e1e9e0ae,"[384.16, 134.44, 14.53, 29.05]","delay,","[398.69, 134.44, 397.2, 163.49, 384.16, 162.74, 384.16, 135.55]",422.1
02935c97e1e9e0ae,"[383.79, 163.49, 15.65, 17.88]",We,"[399.44, 164.23, 397.57, 181.37, 383.79, 181.37, 384.54, 163.49]",279.82
02935c97e1e9e0ae,"[383.42, 178.76, 13.78, 27.19]",tried,"[397.2, 178.76, 397.2, 205.95, 383.42, 204.83, 383.42, 179.88]",374.68
02935c97e1e9e0ae,"[382.67, 204.08, 13.41, 14.53]",to,"[396.08, 204.08, 396.08, 216.38, 382.67, 218.61, 383.05, 204.46]",194.85
02935c97e1e9e0ae,"[379.65, 0.69, 9.34, 9.83]",ur,"[388.99, 1.3, 388.99, 10.52, 380.27, 10.39, 379.65, 0.69]",91.81
02935c97e1e9e0ae,"[376.09, 9.66, 13.27, 37.84]",package,"[389.36, 11.5, 388.75, 46.39, 376.09, 47.5, 376.83, 9.66]",502.14
02935c97e1e9e0ae,"[376.9, 47.23, 12.2, 17.11]",but,"[388.88, 47.66, 389.1, 64.13, 376.9, 64.34, 376.9, 47.23]",208.74
02935c97e1e9e0ae,"[375.62, 63.91, 10.91, 23.53]",were,"[386.53, 64.34, 386.53, 87.44, 375.62, 86.8, 375.83, 63.91]",256.71
02935c97e1e9e0ae,"[374.55, 86.59, 11.98, 32.3]",unable,"[386.53, 87.44, 386.1, 118.89, 374.98, 118.46, 374.55, 86.59]",386.95
02935c97e1e9e0ae,"[373.91, 118.89, 11.55, 11.55]",to,"[385.46, 119.1, 385.03, 130.44, 374.12, 129.37, 373.91, 118.89]",133.4
02935c97e1e9e0ae,"[371.34, 130.01, 14.33, 43.0]",because:,"[385.67, 130.01, 383.96, 172.58, 371.34, 173.01, 374.12, 130.65]",616.19
02935c97e1e9e0ae,"[348.67, 122.53, 11.55, 19.89]",CCD,"[360.0, 122.74, 360.22, 142.42, 348.67, 142.42, 349.1, 122.53]",229.73
02935c97e1e9e0ae,"[345.24, 143.28, 14.76, 42.14]",Shipment/,"[360.0, 143.28, 359.58, 184.99, 345.24, 185.42, 346.53, 143.28]",621.99
02935c97e1e9e0ae,"[334.98, 121.24, 14.12, 37.44]",Payment,"[349.1, 121.24, 347.81, 158.68, 334.98, 157.61, 336.47, 121.24]",528.65
02935c97e1e9e0ae,"[335.19, 158.04, 11.55, 15.83]",not,"[346.74, 158.04, 345.89, 173.87, 335.19, 172.8, 335.83, 158.46]",182.84
02935c97e1e9e0ae,"[332.41, 171.94, 13.69, 26.95]",ready.,"[344.82, 173.65, 346.1, 198.47, 332.41, 198.89, 333.91, 171.94]",368.95
02935c97e1e9e0ae,"[351.93, 15.35, 13.95, 37.61]",Signature,"[365.88, 16.0, 364.74, 52.96, 351.93, 51.83, 353.39, 15.35]",524.66
02935c97e1e9e0ae,"[351.45, 52.64, 12.48, 39.72]",Required/,"[363.93, 52.64, 363.12, 92.36, 351.45, 91.71, 351.61, 52.8]",495.71
02935c97e1e9e0ae,"[343.99, 15.35, 10.86, 14.43]",No,"[354.85, 15.35, 353.39, 29.78, 343.99, 29.29, 344.15, 15.84]",156.71
02935c97e1e9e0ae,"[343.02, 29.78, 10.86, 15.08]",one,"[353.88, 29.78, 353.39, 44.86, 343.02, 44.37, 344.64, 29.94]",163.77
02935c97e1e9e0ae,"[342.53, 44.53, 11.35, 9.41]",to,"[353.07, 44.69, 353.88, 53.94, 342.53, 53.12, 342.85, 44.53]",106.8
02935c97e1e9e0ae,"[339.77, 53.12, 11.51, 30.48]",accept,"[351.28, 54.1, 351.28, 83.12, 339.77, 83.6, 340.59, 53.12]",350.82
02935c97e1e9e0ae,"[315.83, 17.58, 14.71, 39.29]",Residance,"[330.54, 17.58, 328.86, 56.87, 315.83, 55.94, 318.62, 18.14]",577.96
02935c97e1e9e0ae,"[312.48, 56.13, 15.64, 35.01]",delivery/,"[328.12, 56.87, 326.44, 90.77, 312.48, 91.14, 315.08, 56.13]",547.56
02935c97e1e9e0ae,"[308.57, 16.65, 11.73, 13.97]",No,"[320.3, 16.65, 320.11, 30.62, 309.31, 29.68, 308.57, 17.02]",163.87
02935c97e1e9e0ae,"[306.89, 28.75, 10.8, 27.19]",secure,"[317.69, 30.43, 315.83, 55.94, 306.89, 55.94, 307.45, 28.75]",293.65
02935c97e1e9e0ae,"[305.59, 55.38, 9.31, 19.0]",area,"[314.9, 56.13, 314.71, 73.45, 305.59, 74.38, 306.33, 55.38]",176.89
02935c97e1e9e0ae,"[304.28, 73.82, 11.18, 10.43]",to,"[315.46, 73.82, 315.27, 84.25, 304.28, 83.5, 304.66, 74.38]",116.61
